"","Year","Wealth_Gini","Wealth_Share_bottom50","Wealth_Share_top10","Wealth_Share_top1","Country"
"1695",1997,0.779815147393975,0.0337,0.6466,0.3137,"GIN"
"1696",1998,0.783483969690877,0.0328,0.6515,0.3191,"GIN"
"1697",1999,0.789391762751762,0.0309,0.659,0.3271,"GIN"
"1698",2000,0.792561713657619,0.0302,0.6633,0.3319,"GIN"
"1699",2001,0.79896380781463,0.028,0.6713,0.3405,"GIN"
"1700",2002,0.806170572614576,0.0256,0.68,0.3496,"GIN"
"1701",2003,0.781358662881644,0.0333,0.6486,0.316,"GIN"
"1702",2004,0.770378931416531,0.0367,0.6344,0.3005,"GIN"
"1703",2005,0.756741234582023,0.0399,0.6146,0.2787,"GIN"
"1704",2006,0.751235921662357,0.0412,0.6063,0.2697,"GIN"
"1705",2007,0.747702175134833,0.0422,0.6013,0.2644,"GIN"
"1706",2008,0.744424745340467,0.043,0.5965,0.2594,"GIN"
"1707",2009,0.742000805974826,0.0434,0.5924,0.2547,"GIN"
"1708",2010,0.74001649523386,0.0438,0.5891,0.2514,"GIN"
"1709",2011,0.738782431224223,0.0441,0.5874,0.2496,"GIN"
"1710",2012,0.736149482651456,0.0448,0.5833,0.2452,"GIN"
"1711",2013,0.736149482651456,0.0448,0.5833,0.2452,"GIN"
"1712",2014,0.73639030186655,0.0447,0.5836,0.2455,"GIN"
"1713",2015,0.736222467894152,0.0448,0.5834,0.2453,"GIN"
"1714",2016,0.73639030186655,0.0447,0.5836,0.2455,"GIN"
"1715",2017,0.736410948515982,0.0447,0.5837,0.2456,"GIN"
"1716",2018,0.736248663299051,0.0448,0.5835,0.2454,"GIN"
"1717",2019,0.736337293264626,0.0447,0.5835,0.2454,"GIN"
"1718",2020,0.736337293264626,0.0447,0.5835,0.2454,"GIN"
"1719",2021,0.73639030186655,0.0447,0.5836,0.2455,"GIN"
"1720",2022,0.736945855925143,0.0443,0.5839,0.2457,"GIN"
"1721",1995,0.782893960150545,0.033,0.6508,0.3183,"GNQ"
"1722",1996,0.786530048032688,0.0318,0.6553,0.3233,"GNQ"
"1723",1997,0.789831908124057,0.0307,0.6596,0.3278,"GNQ"
"1724",1998,0.792228593855953,0.0303,0.6628,0.3313,"GNQ"
"1725",1999,0.794445740212836,0.0294,0.6658,0.3345,"GNQ"
"1726",2000,0.79879943661328,0.028,0.6711,0.3403,"GNQ"
"1727",2001,0.792512765567153,0.0302,0.6632,0.3318,"GNQ"
"1728",2002,0.789811052506792,0.0307,0.6596,0.3277,"GNQ"
"1729",2003,0.784983216152625,0.0321,0.6531,0.3208,"GNQ"
"1730",2004,0.783417311052432,0.0328,0.6514,0.319,"GNQ"
"1731",2005,0.808365117421317,0.025,0.6829,0.3528,"GNQ"
"1732",2006,0.806000256996924,0.0256,0.6797,0.3493,"GNQ"
"1733",2007,0.802690335655939,0.027,0.6762,0.3456,"GNQ"
"1734",2008,0.801542452333081,0.0274,0.6746,0.3441,"GNQ"
"1735",2009,0.795962175469015,0.0288,0.6676,0.3364,"GNQ"
"1736",2010,0.792287488721456,0.0303,0.663,0.3314,"GNQ"
"1737",2011,0.790436323015996,0.0307,0.6606,0.329,"GNQ"
"1738",2012,0.785976358903156,0.0318,0.6544,0.322,"GNQ"
"1739",2013,0.789391762751762,0.0309,0.659,0.3271,"GNQ"
"1740",2014,0.791400584917369,0.0305,0.6618,0.3302,"GNQ"
"1741",2015,0.792492068173772,0.0302,0.6631,0.3318,"GNQ"
"1742",2016,0.795216917865332,0.0291,0.6667,0.3356,"GNQ"
"1743",2017,0.798329842503648,0.0281,0.6705,0.3395,"GNQ"
"1744",2018,0.801587380671378,0.0274,0.6747,0.3442,"GNQ"
"1745",2019,0.800830411012527,0.0276,0.6738,0.3432,"GNQ"
"1746",2020,0.800928256971389,0.0276,0.6739,0.3433,"GNQ"
"1747",2021,0.801040350446925,0.0276,0.6741,0.3435,"GNQ"
"1748",2022,0.801946577660829,0.027,0.6745,0.3437,"GNQ"
"1749",1995,0.706575638837421,0.0485,0.5093,0.176,"GRC"
"1750",1996,0.711526187658023,0.0476,0.5175,0.1886,"GRC"
"1751",1997,0.701207943585246,0.0493,0.4999,0.1554,"GRC"
"1752",1998,0.700183576012435,0.0494,0.4981,0.1508,"GRC"
"1753",1999,0.703517682745996,0.0488,0.5035,0.1589,"GRC"
"1754",2000,0.703945795930252,0.0487,0.5041,0.1589,"GRC"
"1755",2001,0.704830449715899,0.0486,0.5057,0.1621,"GRC"
"1756",2002,0.700530534957949,0.0494,0.4988,0.1539,"GRC"
"1757",2003,0.69731576094425,0.05,0.4937,0.1477,"GRC"
"1758",2004,0.699228442461518,0.0496,0.4968,0.1515,"GRC"
"1759",2005,0.702266513188277,0.0491,0.5018,0.1593,"GRC"
"1760",2006,0.702150853991554,0.0492,0.5017,0.1606,"GRC"
"1761",2007,0.701964728522086,0.0492,0.5016,0.1626,"GRC"
"1762",2008,0.704132991394886,0.0489,0.5054,0.1734,"GRC"
"1763",2009,0.692965935840263,0.0508,0.4867,0.1434,"GRC"
"1764",2010,0.749199343580472,0.0183,0.5126,0.1601,"GRC"
"1765",2011,0.77434683136741,0.0045,0.5271,0.1693,"GRC"
"1766",2012,0.808150464801855,-0.0115,0.555,0.1923,"GRC"
"1767",2013,0.831236831045487,-0.018,0.5894,0.2257,"GRC"
"1768",2014,0.851410355372906,-0.0293,0.6012,0.2259,"GRC"
"1769",2015,0.840353895590255,-0.0219,0.5963,0.2267,"GRC"
"1770",2016,0.829919317992093,-0.016,0.588,0.2184,"GRC"
"1771",2017,0.836372158440014,-0.0142,0.6046,0.2421,"GRC"
"1772",2018,0.85314750299878,-0.0228,0.6097,0.2443,"GRC"
"1773",2019,0.852324962988405,-0.0227,0.608,0.2419,"GRC"
"1774",2020,0.849876223802468,-0.0231,0.6015,0.2293,"GRC"
"1775",2021,0.853751196901442,-0.0225,0.6118,0.2491,"GRC"
"1776",2022,0.850745933550101,-0.023,0.6038,0.2337,"GRC"
"1777",1995,0.815653992043167,0.0226,0.6918,0.3619,"GTM"
"1778",1996,0.815700535583801,0.0226,0.6919,0.3619,"GTM"
"1779",1997,0.815700535583801,0.0226,0.6919,0.3619,"GTM"
"1780",1998,0.815880227718282,0.0225,0.692,0.362,"GTM"
"1781",1999,0.815880227718282,0.0225,0.692,0.362,"GTM"
"1782",2000,0.81589307682296,0.0225,0.692,0.3621,"GTM"
"1783",2001,0.815928673427237,0.0225,0.6921,0.3623,"GTM"
"1784",2002,0.815993259259557,0.0225,0.6921,0.3623,"GTM"
"1785",2003,0.829108325411994,0.0186,0.7084,0.3796,"GTM"
"1786",2004,0.814157373233286,0.023,0.6898,0.3598,"GTM"
"1787",2005,0.807109839458803,0.0254,0.6814,0.3511,"GTM"
"1788",2006,0.827693090450765,0.019,0.7067,0.3777,"GTM"
"1789",2007,0.834770468988069,0.0164,0.7149,0.3861,"GTM"
"1790",2008,0.823690035773069,0.02,0.7014,0.3723,"GTM"
"1791",2009,0.802729388581895,0.027,0.6763,0.3457,"GTM"
"1792",2010,0.793546128924618,0.0297,0.6645,0.3331,"GTM"
"1793",2011,0.800295865049236,0.0277,0.673,0.3423,"GTM"
"1794",2012,0.775408983143762,0.0348,0.6404,0.307,"GTM"
"1795",2013,0.787256719899403,0.0316,0.6564,0.3244,"GTM"
"1796",2014,0.780107943501378,0.0337,0.6471,0.3142,"GTM"
"1797",2015,0.77965894210115,0.034,0.6467,0.3158,"GTM"
"1798",2016,0.771918771565112,0.0362,0.6362,0.3028,"GTM"
"1799",2017,0.763320273101328,0.0384,0.6243,0.2895,"GTM"
"1800",2018,0.757752145112676,0.0399,0.6163,0.2804,"GTM"
"1801",2019,0.757948323626891,0.0397,0.6165,0.2806,"GTM"
"1802",2020,0.757948323626891,0.0397,0.6165,0.2806,"GTM"
"1803",2021,0.757996652715406,0.0397,0.6165,0.2807,"GTM"
"1804",2022,0.758632932060124,0.0393,0.6169,0.2809,"GTM"
"1805",1995,0.788719083449195,0.0311,0.6581,0.3262,"GNB"
"1806",1996,0.77778668219247,0.0342,0.6439,0.3107,"GNB"
"1807",1997,0.766497315819066,0.0375,0.6285,0.294,"GNB"
"1808",1998,0.755963668861739,0.04,0.6132,0.2772,"GNB"
"1809",1999,0.75081216682301,0.0414,0.6057,0.269,"GNB"
"1810",2000,0.747848542804121,0.0422,0.6016,0.2647,"GNB"
"1811",2001,0.744399159904049,0.0429,0.5963,0.259,"GNB"
"1812",2002,0.74163781425834,0.0435,0.5919,0.2541,"GNB"
"1813",2003,0.748512629623661,0.0421,0.6026,0.2657,"GNB"
"1814",2004,0.759679690104434,0.0394,0.6192,0.2841,"GNB"
"1815",2005,0.784895357134616,0.0321,0.653,0.3205,"GNB"
"1816",2006,0.823204253132531,0.0201,0.7008,0.3715,"GNB"
"1817",2007,0.84997898204324,0.0115,0.7332,0.4048,"GNB"
"1818",2008,0.872647644422045,0.0035,0.7585,0.4303,"GNB"
"1819",2009,0.8892624080936,-0.0024,0.7772,0.4487,"GNB"
"1820",2010,0.899791833356772,-0.0061,0.7889,0.46,"GNB"
"1821",2011,0.899729189545297,-0.0061,0.7888,0.4598,"GNB"
"1822",2012,0.899791833356772,-0.0061,0.7889,0.46,"GNB"
"1823",2013,0.899729189545297,-0.0061,0.7888,0.4598,"GNB"
"1824",2014,0.899739199836091,-0.0061,0.7888,0.4599,"GNB"
"1825",2015,0.899791833356772,-0.0061,0.7889,0.46,"GNB"
"1826",2016,0.899739199836091,-0.0061,0.7888,0.4599,"GNB"
"1827",2017,0.899782123002666,-0.0061,0.7889,0.4599,"GNB"
"1828",2018,0.899808820853877,-0.0061,0.789,0.46,"GNB"
"1829",2019,0.899782123002666,-0.0061,0.7889,0.4599,"GNB"
"1830",2020,0.899782123002666,-0.0061,0.7889,0.4599,"GNB"
"1831",2021,0.899791833356772,-0.0061,0.7889,0.46,"GNB"
"1832",2022,0.901423619621596,-0.0073,0.7899,0.4606,"GNB"
"1833",1995,0.818838673665454,0.0217,0.6958,0.3666,"GUY"
"1834",1996,0.818838673665454,0.0217,0.6958,0.3666,"GUY"
"1835",1997,0.818874805054264,0.0217,0.6959,0.3667,"GUY"
"1836",1998,0.819029428485379,0.0216,0.696,0.3668,"GUY"
"1837",1999,0.819227076266344,0.0215,0.6962,0.3668,"GUY"
"1838",2000,0.819381561668507,0.0215,0.6964,0.367,"GUY"
"1839",2001,0.819381561668507,0.0215,0.6964,0.367,"GUY"
"1840",2002,0.819414505167316,0.0215,0.6965,0.3671,"GUY"
"1841",2003,0.829520629619026,0.0184,0.7088,0.3798,"GUY"
"1842",2004,0.81419115004644,0.023,0.6898,0.3599,"GUY"
"1843",2005,0.807202211467001,0.0253,0.6814,0.3511,"GUY"
"1844",2006,0.828357214445901,0.0187,0.7073,0.3785,"GUY"
"1845",2007,0.834917539651315,0.0164,0.7151,0.3862,"GUY"
"1846",2008,0.824271245394641,0.0199,0.7022,0.373,"GUY"
"1847",2009,0.803095413869528,0.0267,0.6766,0.346,"GUY"
"1848",2010,0.793566258567466,0.0297,0.6645,0.3331,"GUY"
"1849",2011,0.800295865049236,0.0277,0.673,0.3423,"GUY"
"1850",2012,0.775431359044063,0.0348,0.6405,0.3071,"GUY"
"1851",2013,0.787256719899403,0.0316,0.6564,0.3244,"GUY"
"1852",2014,0.780129802187076,0.0337,0.6471,0.3143,"GUY"
"1853",2015,0.778280017386095,0.0341,0.6445,0.3114,"GUY"
"1854",2016,0.77176147814518,0.0363,0.636,0.3023,"GUY"
"1855",2017,0.762979461189047,0.0385,0.6238,0.2889,"GUY"
"1856",2018,0.757848920209568,0.0398,0.6165,0.2807,"GUY"
"1857",2019,0.756973897252948,0.0398,0.615,0.2791,"GUY"
"1858",2020,0.756973897252948,0.0398,0.615,0.2791,"GUY"
"1859",2021,0.757022568728871,0.0398,0.615,0.2792,"GUY"
"1860",2022,0.757658228836902,0.0394,0.6153,0.2793,"GUY"
"1861",1995,0.580327825354289,0.1383,0.465,0.239,"HKG"
"1862",1996,0.599785346885938,0.1315,0.4916,0.2603,"HKG"
"1863",1997,0.610170349479972,0.1275,0.5055,0.2668,"HKG"
"1864",1998,0.618091005809561,0.1248,0.5163,0.2726,"HKG"
"1865",1999,0.623806472867159,0.1227,0.5244,0.2763,"HKG"
"1866",2000,0.628203047351121,0.1211,0.5307,0.2786,"HKG"
"1867",2001,0.632294143656964,0.1194,0.5362,0.2805,"HKG"
"1868",2002,0.635307460360423,0.1186,0.5405,0.2824,"HKG"
"1869",2003,0.649655077334728,0.1117,0.5551,0.2924,"HKG"
"1870",2004,0.664112132219771,0.1045,0.5693,0.3018,"HKG"
"1871",2005,0.679128682185137,0.0971,0.5843,0.3116,"HKG"
"1872",2006,0.692797875381643,0.0906,0.5983,0.321,"HKG"
"1873",2007,0.707563625299372,0.0835,0.6129,0.3308,"HKG"
"1874",2008,0.722286663457226,0.0763,0.6277,0.3412,"HKG"
"1875",2009,0.738099863519778,0.0687,0.6435,0.3524,"HKG"
"1876",2010,0.752984651873703,0.0617,0.6587,0.3631,"HKG"
"1877",2011,0.769183102690931,0.0582,0.6945,0.3391,"HKG"
"1878",2012,0.766640863317548,0.0591,0.6917,0.3316,"HKG"
"1879",2013,0.766599560364398,0.0591,0.6917,0.3309,"HKG"
"1880",2014,0.768156570440283,0.0583,0.6932,0.3355,"HKG"
"1881",2015,0.773224742382013,0.0572,0.6997,0.3522,"HKG"
"1882",2016,0.773123398567009,0.0572,0.6995,0.3517,"HKG"
"1883",2017,0.772752750059453,0.0573,0.6991,0.3508,"HKG"
"1884",2018,0.772359418635688,0.0573,0.6985,0.3496,"HKG"
"1885",2019,0.771802056117622,0.0575,0.6978,0.3485,"HKG"
"1886",2020,0.771478144711295,0.0576,0.6974,0.3479,"HKG"
"1887",2021,0.77111919429251,0.0578,0.6971,0.3471,"HKG"
"1888",2022,0.772515392412174,0.0569,0.6979,0.3475,"HKG"
"1889",1995,0.815993259259557,0.0225,0.6921,0.3623,"HND"
"1890",1996,0.816063693536762,0.0225,0.6923,0.3625,"HND"
"1891",1997,0.816063693536762,0.0225,0.6923,0.3625,"HND"
"1892",1998,0.81608205239479,0.0225,0.6923,0.3626,"HND"
"1893",1999,0.816097254014579,0.0225,0.6924,0.3627,"HND"
"1894",2000,0.816125533337981,0.0225,0.6924,0.3628,"HND"
"1895",2001,0.816161890071129,0.0225,0.6924,0.363,"HND"
"1896",2002,0.816188502796336,0.0225,0.6925,0.363,"HND"
"1897",2003,0.829609489873064,0.0183,0.7088,0.3798,"HND"
"1898",2004,0.814195559728944,0.023,0.6899,0.36,"HND"
"1899",2005,0.807202211467001,0.0253,0.6814,0.3511,"HND"
"1900",2006,0.828410051024008,0.0187,0.7074,0.3786,"HND"
"1901",2007,0.834931029902151,0.0164,0.7151,0.3862,"HND"
"1902",2008,0.824288770066943,0.0199,0.7023,0.3731,"HND"
"1903",2009,0.803165988360945,0.0267,0.6767,0.3461,"HND"
"1904",2010,0.7936325614221,0.0297,0.6646,0.3332,"HND"
"1905",2011,0.800315621480706,0.0277,0.673,0.3424,"HND"
"1906",2012,0.775476162321496,0.0348,0.6405,0.3072,"HND"
"1907",2013,0.787607798474426,0.0315,0.6568,0.3249,"HND"
"1908",2014,0.780306696431751,0.0336,0.6472,0.3143,"HND"
"1909",2015,0.777908824288772,0.0342,0.644,0.3109,"HND"
"1910",2016,0.77176147814518,0.0363,0.636,0.3023,"HND"
"1911",2017,0.762986743774945,0.0385,0.6238,0.2889,"HND"
"1912",2018,0.757848920209568,0.0398,0.6165,0.2807,"HND"
"1913",2019,0.757022568728871,0.0398,0.615,0.2792,"HND"
"1914",2020,0.757046747476608,0.0398,0.6151,0.2792,"HND"
"1915",2021,0.757046747476608,0.0398,0.6151,0.2792,"HND"
"1916",2022,0.757682364779214,0.0394,0.6154,0.2794,"HND"
"1917",1995,0.77464638654601,0.0356,0.6391,0.3392,"HRV"
"1918",1996,0.745611818205447,0.0401,0.5926,0.2543,"HRV"
"1919",1997,0.746307784695773,0.04,0.5938,0.2554,"HRV"
"1920",1998,0.746322843029333,0.04,0.5938,0.2554,"HRV"
"1921",1999,0.747049374386819,0.0399,0.595,0.2566,"HRV"
"1922",2000,0.745415915825788,0.0402,0.5923,0.2539,"HRV"
"1923",2001,0.745394252629751,0.0402,0.5923,0.2539,"HRV"
"1924",2002,0.744635544208109,0.0403,0.591,0.2527,"HRV"
"1925",2003,0.744399974982429,0.0404,0.5906,0.2523,"HRV"
"1926",2004,0.745057699916771,0.0402,0.5917,0.2533,"HRV"
"1927",2005,0.746671720411655,0.0399,0.5943,0.256,"HRV"
"1928",2006,0.747002788008643,0.0399,0.5949,0.2566,"HRV"
"1929",2007,0.748343768391379,0.0396,0.5971,0.2588,"HRV"
"1930",2008,0.747952722979193,0.0397,0.5964,0.2581,"HRV"
"1931",2009,0.745890550490259,0.0401,0.5931,0.2547,"HRV"
"1932",2010,0.745758066770634,0.0401,0.5929,0.2545,"HRV"
"1933",2011,0.747607856258867,0.0398,0.5959,0.2576,"HRV"
"1934",2012,0.747244476257805,0.0398,0.5953,0.257,"HRV"
"1935",2013,0.747735589726574,0.0397,0.5961,0.2578,"HRV"
"1936",2014,0.748360195703185,0.0396,0.5971,0.2588,"HRV"
"1937",2015,0.748368423025056,0.0396,0.5971,0.2588,"HRV"
"1938",2016,0.746511785181724,0.04,0.5941,0.2557,"HRV"
"1939",2017,0.674066824741189,0.0756,0.5117,0.192,"HRV"
"1940",2018,0.749384497915003,0.0394,0.5987,0.2605,"HRV"
"1941",2019,0.749086190483752,0.0395,0.5983,0.26,"HRV"
"1942",2020,0.749094673415584,0.0395,0.5983,0.26,"HRV"
"1943",2021,0.749103140049243,0.0395,0.5983,0.2601,"HRV"
"1944",2022,0.749111619417789,0.0395,0.5983,0.2601,"HRV"
"1945",1995,0.819414505167316,0.0215,0.6965,0.3671,"HTI"
"1946",1996,0.819414505167316,0.0215,0.6965,0.3671,"HTI"
"1947",1997,0.819432464548044,0.0215,0.6965,0.3672,"HTI"
"1948",1998,0.819572809052062,0.0215,0.6966,0.3673,"HTI"
"1949",1999,0.819759435873777,0.0215,0.6969,0.3675,"HTI"
"1950",2000,0.819901122145524,0.0215,0.6972,0.3678,"HTI"
"1951",2001,0.819919080924876,0.0215,0.6972,0.3678,"HTI"
"1952",2002,0.819937065783023,0.0215,0.6972,0.3679,"HTI"
"1953",2003,0.82982022695947,0.0182,0.709,0.38,"HTI"
"1954",2004,0.8141557981711,0.023,0.6897,0.3598,"HTI"
"1955",2005,0.807249162892248,0.0253,0.6815,0.3512,"HTI"
"1956",2006,0.827889540345922,0.0189,0.7068,0.3778,"HTI"
"1957",2007,0.834947479401507,0.0164,0.7151,0.3862,"HTI"
"1958",2008,0.823827312660853,0.0199,0.7016,0.3724,"HTI"
"1959",2009,0.802841536036794,0.0269,0.6763,0.3458,"HTI"
"1960",2010,0.793690885864208,0.0297,0.6647,0.3332,"HTI"
"1961",2011,0.800381112795264,0.0277,0.6732,0.3425,"HTI"
"1962",2012,0.775476162321496,0.0348,0.6405,0.3072,"HTI"
"1963",2013,0.787607798474426,0.0315,0.6568,0.3249,"HTI"
"1964",2014,0.780327719397576,0.0336,0.6472,0.3143,"HTI"
"1965",2015,0.777985776970525,0.0342,0.6441,0.311,"HTI"
"1966",2016,0.771967702874349,0.0362,0.6363,0.3029,"HTI"
"1967",2017,0.763009930367502,0.0385,0.6239,0.289,"HTI"
"1968",2018,0.757043450874562,0.0398,0.6151,0.2793,"HTI"
"1969",2019,0.758020850602662,0.0397,0.6166,0.2808,"HTI"
"1970",2020,0.757903900701677,0.0398,0.6166,0.2808,"HTI"
"1971",2021,0.757974662534423,0.0398,0.6166,0.2808,"HTI"
"1972",2022,0.758609926968376,0.0394,0.617,0.281,"HTI"
"1973",1995,0.744849221616768,0.0438,0.5912,0.2415,"HUN"
"1974",1996,0.744861494133872,0.0438,0.5913,0.2415,"HUN"
"1975",1997,0.744990725689519,0.0437,0.5915,0.2417,"HUN"
"1976",1998,0.745033971413179,0.0437,0.5915,0.2418,"HUN"
"1977",1999,0.745232850634224,0.0437,0.5919,0.2421,"HUN"
"1978",2000,0.745120748945709,0.0437,0.5917,0.2419,"HUN"
"1979",2001,0.746132100597031,0.0435,0.5933,0.2435,"HUN"
"1980",2002,0.747282908812217,0.0433,0.5952,0.2453,"HUN"
"1981",2003,0.74726230100103,0.0433,0.5952,0.2452,"HUN"
"1982",2004,0.746606357896695,0.0434,0.5941,0.2442,"HUN"
"1983",2005,0.74867317930147,0.043,0.5975,0.2474,"HUN"
"1984",2006,0.750726213950287,0.0426,0.6008,0.2507,"HUN"
"1985",2007,0.751195816880362,0.0425,0.6015,0.2514,"HUN"
"1986",2008,0.749953786722678,0.0428,0.5995,0.2495,"HUN"
"1987",2009,0.748592793949655,0.0431,0.5973,0.2473,"HUN"
"1988",2010,0.749154250179245,0.0429,0.5983,0.2482,"HUN"
"1989",2011,0.747804547369746,0.0432,0.5961,0.2461,"HUN"
"1990",2012,0.746827285063944,0.0434,0.5945,0.2446,"HUN"
"1991",2013,0.748680501857223,0.043,0.5975,0.2475,"HUN"
"1992",2014,0.747882103547497,0.0432,0.5962,0.2462,"HUN"
"1993",2015,0.756463457517413,0.0442,0.6188,0.2724,"HUN"
"1994",2016,0.776237215337034,0.0388,0.6475,0.3032,"HUN"
"1995",2017,0.790879782478186,0.036,0.6716,0.3335,"HUN"
"1996",2018,0.790077523879233,0.0362,0.6703,0.3321,"HUN"
"1997",2019,0.790590248555077,0.0361,0.6711,0.333,"HUN"
"1998",2020,0.790598481446409,0.0361,0.6712,0.333,"HUN"
"1999",2021,0.790606705079426,0.0361,0.6712,0.333,"HUN"
"2000",2022,0.790614935831485,0.0361,0.6712,0.3331,"HUN"
"2001",1995,0.794081639093292,0.0349,0.6749,0.4087,"IDN"
"2002",1996,0.794311107316844,0.0349,0.6756,0.4083,"IDN"
"2003",1997,0.789974328472454,0.0355,0.6681,0.3996,"IDN"
"2004",1998,0.77154875103497,0.0389,0.6392,0.3509,"IDN"
"2005",1999,0.756976462151101,0.0413,0.616,0.3116,"IDN"
"2006",2000,0.742235541768935,0.0438,0.5925,0.2687,"IDN"
"2007",2001,0.738113987737194,0.0446,0.5864,0.2575,"IDN"
"2008",2002,0.735427657021177,0.0451,0.5823,0.249,"IDN"
"2009",2003,0.735656964495661,0.045,0.5827,0.2479,"IDN"
"2010",2004,0.740480990477238,0.0438,0.5898,0.2578,"IDN"
"2011",2005,0.745989735616547,0.0431,0.5991,0.2707,"IDN"
"2012",2006,0.743518410648676,0.0433,0.5947,0.2633,"IDN"
"2013",2007,0.741551683459306,0.0437,0.5919,0.2588,"IDN"
"2014",2008,0.74780205545602,0.0426,0.6017,0.2774,"IDN"
"2015",2009,0.742525980144251,0.0437,0.5935,0.264,"IDN"
"2016",2010,0.746883587444984,0.0429,0.6002,0.2775,"IDN"
"2017",2011,0.755256602003556,0.042,0.6143,0.3039,"IDN"
"2018",2012,0.758977495707427,0.0412,0.6199,0.3141,"IDN"
"2019",2013,0.763895524368309,0.0405,0.6279,0.3289,"IDN"
"2020",2014,0.7586253480398,0.0414,0.6196,0.3146,"IDN"
"2021",2015,0.760409378001668,0.0412,0.6224,0.3196,"IDN"
"2022",2016,0.754974722169891,0.0421,0.6139,0.3039,"IDN"
"2023",2017,0.753394487838591,0.0424,0.6113,0.2997,"IDN"
"2024",2018,0.755817111524152,0.0419,0.6151,0.3064,"IDN"
"2025",2019,0.755503757300175,0.0418,0.6144,0.3048,"IDN"
"2026",2020,0.752014736556987,0.0424,0.6089,0.2949,"IDN"
"2027",2021,0.752422114845444,0.0423,0.6096,0.2962,"IDN"
"2028",2022,0.754850500711882,0.0416,0.6128,0.3016,"IDN"
"2029",1995,0.873226503359504,-0.0275,0.6913,0.241,"IRL"
"2030",1996,0.871677802292552,-0.0272,0.6888,0.2391,"IRL"
"2031",1997,0.873376069218757,-0.0276,0.6913,0.2402,"IRL"
"2032",1998,0.876905110078781,-0.0283,0.697,0.2459,"IRL"
"2033",1999,0.876438235566184,-0.028,0.6968,0.2481,"IRL"
"2034",2000,0.87912895209989,-0.0285,0.7011,0.2522,"IRL"
"2035",2001,0.876780736973174,-0.0282,0.6971,0.2472,"IRL"
"2036",2002,0.877092140716556,-0.0282,0.6976,0.2477,"IRL"
"2037",2003,0.878324088998738,-0.0285,0.6995,0.2492,"IRL"
"2038",2004,0.877844596174739,-0.0285,0.6987,0.2482,"IRL"
"2039",2005,0.879695528114183,-0.0288,0.7017,0.2518,"IRL"
"2040",2006,0.880604438442219,-0.0288,0.7034,0.2546,"IRL"
"2041",2007,0.878509586313598,-0.0282,0.7005,0.253,"IRL"
"2042",2008,0.874403273436087,-0.0268,0.695,0.2531,"IRL"
"2043",2009,0.873214349526179,-0.0271,0.6919,0.2448,"IRL"
"2044",2010,0.87442462877911,-0.0268,0.6951,0.253,"IRL"
"2045",2011,0.876226528698368,-0.0269,0.6986,0.259,"IRL"
"2046",2012,0.874712705920217,-0.0263,0.6965,0.259,"IRL"
"2047",2013,0.875819000237897,-0.0265,0.6984,0.261,"IRL"
"2048",2014,0.92501959874204,-0.0548,0.7209,0.2686,"IRL"
"2049",2015,0.914712432115635,-0.0495,0.7127,0.2658,"IRL"
"2050",2016,0.912699851320724,-0.0552,0.689,0.2494,"IRL"
"2051",2017,0.903694736252191,-0.051,0.6803,0.2439,"IRL"
"2052",2018,0.876083455683698,-0.0365,0.6624,0.2355,"IRL"
"2053",2019,0.876711104558154,-0.0368,0.6628,0.2345,"IRL"
"2054",2020,0.875760394106919,-0.0371,0.6602,0.2285,"IRL"
"2055",2021,0.875862642929661,-0.0371,0.6605,0.2291,"IRL"
"2056",2022,0.876380438018202,-0.0369,0.6619,0.2323,"IRL"
"2057",1995,0.758200817454821,0.0397,0.6169,0.2847,"ISR"
"2058",1996,0.760018095088355,0.0396,0.62,0.2903,"ISR"
"2059",1997,0.758467712236325,0.0397,0.6175,0.2822,"ISR"
"2060",1998,0.762706853729156,0.039,0.624,0.2934,"ISR"
"2061",1999,0.768238485820746,0.0378,0.6326,0.3077,"ISR"
"2062",2000,0.766137643801727,0.0379,0.6285,0.2976,"ISR"
"2063",2001,0.773802047642903,0.0366,0.6403,0.3175,"ISR"
"2064",2002,0.772862114199427,0.0366,0.6386,0.3107,"ISR"
"2065",2003,0.776493212344263,0.0348,0.6427,0.313,"ISR"
"2066",2004,0.782914855477998,0.034,0.6529,0.3306,"ISR"
"2067",2005,0.787530355751187,0.0328,0.6594,0.3402,"ISR"
"2068",2006,0.788246710084138,0.033,0.6612,0.3456,"ISR"
"2069",2007,0.789098215070453,0.0331,0.6632,0.352,"ISR"
"2070",2008,0.795871212332145,0.0315,0.6728,0.3659,"ISR"
"2071",2009,0.79248636041342,0.0315,0.666,0.3468,"ISR"
"2072",2010,0.80224802596689,0.029,0.6795,0.3653,"ISR"
"2073",2011,0.800084385029095,0.0304,0.6787,0.3737,"ISR"
"2074",2012,0.790484748166477,0.0328,0.6653,0.3556,"ISR"
"2075",2013,0.77888974072107,0.0357,0.6489,0.3377,"ISR"
"2076",2014,0.771934665215554,0.0378,0.6394,0.3278,"ISR"
"2077",2015,0.770923261978851,0.038,0.6378,0.3264,"ISR"
"2078",2016,0.765896294789002,0.0391,0.6299,0.3145,"ISR"
"2079",2017,0.766649799913807,0.039,0.6311,0.3165,"ISR"
"2080",2018,0.766599994830415,0.039,0.631,0.3163,"ISR"
"2081",2019,0.766599994830415,0.039,0.631,0.3163,"ISR"
"2082",2020,0.763250648311498,0.0394,0.6254,0.3059,"ISR"
"2083",2021,0.768749740897363,0.0383,0.634,0.3212,"ISR"
